Title,Instructor,Rating,Reviews,Time,Duration,Venue,Location,Tags,Price
HIT,Scott Freeman,4.8,10757.0,8:30 am,50,Brrrn,Flatiron,"Strength Training, Boxing",8
Flywheel: Method 45,Steven Little,4.8,60835.0,8:30 am,45,Flywheel Sports: Stadium Cycling,Flatiron,"Cardio, Cycling",12
UPLIFT EXPRESS,Meg Hopkins,4.8,31848.0,8:30 am,45,Uplift Studios,Flatiron,Strength Training,11
Bikram Yoga 60 - Music,Sara Corenzwit,4.8,5581.0,8:30 am,60,YO BK Williamsburg,Williamsburg,"Flexibility, Balance, Arms, Yoga",11
Strength Training: Lower Body (formerly Glutes Gone Wild),Lariscy Walker,4.8,7137.0,8:30 am,45,Structure Personal Fitness: Murray Hill,Kips Bay,"Arms, Strength Training",7
Body (AM),Danielle Barry,4.8,24358.0,8:30 am,45,Solace,NoMad,"Cardio, Strength Training",11
Adult: Gaga.People,Gaga *Faculty,4.8,5608.0,8:30 am,60,Mark Morris Dance Center,Fort Greene,"Cardio, Flexibility, Balance, Dance",10
LIFT,Jenni M.,4.9,2592.0,8:30 am,60,Beyond Movement Fitness,Long Island City,Strength Training,7
BOOTCAMP,Alex R Redelico,4.8,776.0,8:30 am,55,Workout Factory,Long Island City,Strength Training,11
Signature I,Sally Glaze,4.9,47410.0,8:30 am,60,Physique 57,Midtown,"Flexibility, Balance, Core, Abs, Barre",12
Prenatal,Sonia Reiter,4.9,3639.0,8:30 am,75,Juniper,Prospect Heights,"Prenatal, Flexibility, Balance, Arms, Yoga",5
Flywheel: Method 45,Nowani Rattray,4.8,40591.0,8:30 am,45,Flywheel Sports: Stadium Cycling,Upper East Side,"Cardio, Cycling",12
FlyBarre: Power 45,Michelle Rubich,4.8,18762.0,8:30 am,45,Flywheel Sports: Precision Training,Upper East Side,"Flexibility, Balance, Core, Abs, Barre",12
All Flow,Natalie Girs,4.8,3806.0,8:30 am,60,Loom Yoga Center,Bushwick,"Flexibility, Balance, Arms, Yoga",8
FlyBarre: Power 45,Emily Sferra,4.8,22024.0,8:30 am,45,Flywheel Sports: Precision Training,Upper West Side,"Flexibility, Balance, Core, Abs, Barre",12
Flywheel: Method 45 - #FBF!,Garret Caillouet,4.8,44803.0,8:30 am,45,Flywheel Sports: Stadium Cycling,Upper West Side,"Cardio, Cycling",15
TH 101: Conditioning,Judine Saintgerard,4.9,16618.0,8:30 am,55,Tone House,Upper East Side,Strength Training,11
Signature I,Hannah Delmonte,4.8,50230.0,8:30 am,60,Physique 57,Upper West Side,"Flexibility, Balance, Core, Abs, Strength Training, Barre",12
Total Body/ Core,Ibrahim Mohamed,4.7,4174.0,8:30 am,45,PushLab Fitness,Upper East Side,"Strength Training, Rowing",9
Flywheel: Method 45,Bryan Jarrett,4.8,27676.0,8:30 am,45,Flywheel Sports: Stadium Cycling,Upper West Side,"Cardio, Cycling",12
Project: Women's Strength,Heather Gunn,4.9,4213.0,8:30 am,60,GrassRoots Fitness Project,Upper West Side,"Arms, Strength Training",9
Figure 4 Barre (Open),Sarah Braverman,4.8,16057.0,8:30 am,60,Pure Yoga,Upper East Side,"Flexibility, Balance, Core, Abs, Barre",9
Gyrokinesis,Ezhra Goh,4.8,354.0,8:30 am,60,RIOULT Dance Center,Long Island City,"Flexibility, Balance, Core, Abs, Yoga, Pilates",5
Five Pillars 360,Lauren Harris,4.8,9267.0,8:30 am,60,Five Pillars Yoga,Upper East Side,"Flexibility, Balance, Arms, Yoga",8
REFORMER,Sam Mitrani,4.6,5.0,8:30 am,60,Mind Your Body,Ozone Park,"Flexibility, Balance, Core, Abs, Pilates",10
Barre 25,Katelyn Chakey,4.8,3848.0,8:30 am,30,Bod Mod Fitness,Upper East Side,"Flexibility, Balance, Core, Abs, Barre",5
FITHIIT,Chrisi .,4.6,347.0,8:30 am,55,Vigorous Fitness Clubs,Middle Village,Strength Training,4
PELOTON RESERVATION,PELOTON .,4.6,347.0,8:30 am,30,Vigorous Fitness Clubs,Middle Village,"Cardio, Cycling, Strength Training",4
IM=X Pilates Basic Xercizer - BEGINNER,BettyAnn Niece,4.9,263.0,8:30 am,40,IM=X Pilates,Englewood,"Flexibility, Balance, Core, Abs, Pilates, Barre",9
IM=X Inter/Advanced Xercizer,Dr. Michael Magwood,4.8,292.0,8:30 am,60,IMX Pilates,Clifton,"Flexibility, Balance, Core, Abs, Pilates",8
Pure Barre Classic,Kaitlyn McCrystal,4.7,711.0,8:30 am,50,Pure Barre,Montclair,"Flexibility, Balance, Core, Abs, Barre",10
Rev Rhythms,Kathleen Tobacco,4.7,392.0,8:30 am,45,REV Cycle,Yonkers,"Cardio, Cycling",5
CHAISE Reinvention,Isabella Vergara,4.9,92.0,8:30 am,55,ChaiseFitness Maplewood,Maplewood,"Pilates, Strength Training",6
BodyBurn Barre,Hillary Wellisch,4.9,351.0,8:30 am,45,Body Burn Barre,Tenafly,"Flexibility, Balance, Core, Abs, Barre",5
Pure Barre,Karly Richter,4.7,1277.0,8:30 am,50,Pure Barre,Millburn,,6
Bootcamp,Ariel Ochoa,4.9,11.0,8:30 am,60,K-Fit Boutique Gym,,Strength Training,3
Kickboxing Plus,Deena Warshaw,4.8,45.0,8:30 am,50,Woodmere Fitness Club,Cedarhurst,"Cardio, Arms, Boxing",4
BARRE SCULPT,JonnaLyn Panico,5.0,82.0,8:30 am,50,JBARRE STUDIO,Caldwell,"Flexibility, Balance, Core, Abs, Pilates, Strength Training, Barre, Boxing",4
Hot pHIIT Pilates,Meg Lauer,4.9,123.0,8:30 am,60,Hot Phiitness,,"Flexibility, Balance, Core, Abs, Yoga, Pilates",6
SMALL GROUP TRAINING (SGT),none,4.8,267.0,8:30 am,60,NXT GEN Fitness,Port Washington,,4
AfterBurn,Chelsea Long,4.8,267.0,8:30 am,60,NXT GEN Fitness,Port Washington,Strength Training,9
F.I.T.,Joseph Bang,4.8,267.0,8:30 am,60,NXT GEN Fitness,Port Washington,Strength Training,4
BOXOUT,Chris McCray,4.8,627.0,8:30 am,60,Dimensional Training Studios,Garden City,"Cardio, Arms, Strength Training, Boxing",7
SGR Strength,Jen Desalvo,4.8,694.0,8:30 am,45,Sweat Glen Rock,Glen Rock,Strength Training,5
Classic,Aleixa Diaz,4.8,1089.0,8:30 am,45,CycleBar,Livingston,"Cardio, Cycling",7
Bar Method,Pam Kenlon,4.8,1787.0,8:30 am,60,The Bar Method,Roslyn,"Flexibility, Balance, Core, Abs, Barre",4
Small Group Training,Joe Puleo,4.9,70.0,8:30 am,30,Zapp Fitness,Livingston,"Cardio, Strength Training",3
PHYSIQUE | barre+pilates+vinyasa,Sam Robbins,4.9,594.0,8:30 am,50,Project Physique,Summit,"Flexibility, Balance, Arms, Core, Abs, Yoga, Pilates, Barre",7
Express Rebel HIIT,Yoga Rebel,4.9,672.0,8:30 am,45,Yoga Rebels,Bronxville,"Cardio, Strength Training",6
Classic (45 Mins),Kylie Springs,5.0,259.0,8:30 am,45,CycleBar,Garden City,"Cardio, Cycling",6
Megaformer,Jennifer Grasso,4.9,45.0,8:30 am,50,MF3,Larchmont,"Pilates, Strength Training, Boxing",8
Boot Camp,none,4.3,32.0,8:30 am,60,Beautiful Bodies Boot Camp,Ho-Ho-Kus,Strength Training,2
Flywheel: Method 45,Lindsay Centonze,4.8,5660.0,8:30 am,45,Flywheel Sports: Stadium Cycling,Scarsdale,"Cardio, Cycling",9
SCORCH HIIT 50,Nancy Vincent,4.9,197.0,8:30 am,50,Studio50 Fitness,,Strength Training,6
Pure Barre Classic,Jessica Haspel,4.8,453.0,8:30 am,50,Pure Barre,New Providence,"Flexibility, Balance, Core, Abs, Barre",6
Cycle Sculpt,Louisa Corallo,4.8,330.0,8:40 am,45,ZING Fitness Studios,Tenafly,"Cardio, Cycling",4
WeFlowHard Vinyasa Yoga,Julie Kraisler,4.8,15495.0,8:45 am,60,Y7 Studio,Tribeca,"Relaxation, Flexibility, Balance, Arms, Yoga",8
Apparatus Pilates Group (No 1st Time Clients),Leah Lackner,4.7,62.0,8:45 am,60,BodyLine Pilates,Dongan Hills,"Flexibility, Balance, Core, Abs, Pilates",7
Vinyasa Flow Yoga,Laura Cresci,4.8,615.0,8:45 am,75,Coolhotyoga,Cresskill,"Flexibility, Balance, Arms, Yoga",4
Barre3,Jodi Goldman,4.8,809.0,8:45 am,60,barre3,Livingston,"Flexibility, Balance, Core, Abs, Barre",7
Total Circuits/ DJ Circuits:,none,none,#VALUE!,8:45 am,60,DJ Got me Fit,,,2
SCULPT Full Body,Kayley W,4.8,216.0,8:50 am,40,BODYROK,Union Square,"Flexibility, Balance, Core, Abs, Pilates, Strength Training",14
SCULPT Full Body,Casey Redler,4.9,24090.0,8:50 am,40,BODYROK,Flatiron,"Flexibility, Balance, Core, Abs, Pilates, Strength Training",10
Sculpt - Fusion,Jason Bayus,4.7,528.0,9:00 am,60,ALO Yoga,SoHo,"Flexibility, Balance, Arms, Yoga, Strength Training",6
AQUA BLEND - Women Only,Lucie Mitchell,4.8,11336.0,9:00 am,45,AQUA Studio NY,Tribeca,"Cardio, Cycling",20
modelFIT Sculpt,Javier Perez,4.8,12931.0,9:00 am,60,modelFIT,NoLita,"Cardio, Strength Training",14
Pilates Reformer: Burnout,Michelle Levy,4.9,37864.0,9:00 am,50,New York Pilates,Bowery,"Flexibility, Balance, Core, Abs, Pilates",25
Pure Barre Classic,Katie Calogero,4.7,12826.0,9:00 am,50,Pure Barre,Tribeca,"Flexibility, Balance, Core, Abs, Barre",9
MEDITATION: Love,Richard Truemner,4.7,6463.0,9:00 am,30,Three Jewels,East Village,,4
Community Groups,none,4.8,2276.0,9:00 am,720,The Bhakti Center,Bowery,,4
BIKE THE BROOKLYN BRIGDE !,none,4.9,51.0,9:00 am,120,Unlimited Biking,Civic Center,"Cardio, Cycling, Outdoors",5
Reformer Express,Arianna M,4.8,15237.0,9:00 am,45,Avea Pilates,East Village,"Flexibility, Balance, Core, Abs, Pilates",12
Kundalini Yoga,Rian Bodner,4.8,633.0,9:00 am,90,Illumina East,East Village,"Flexibility, Balance, Arms, Yoga",6
Pure Barre Classic,Melissa Hyatt,4.8,13721.0,9:00 am,50,Pure Barre,Financial District,"Flexibility, Balance, Core, Abs, Barre",8
be-ginner GYROTONIC Tower Class,Sarah Bauer,4.8,14105.0,9:00 am,60,Body Evolutions NYC,East Village,"Flexibility, Balance, Core, Abs, Pilates",9
SHH‰Û_ Tread n' Shed,Reign H,4.8,11563.0,9:00 am,45,Crunch Gym,Union Square,,5
Pure Barre Classic,Ashley McQueen,4.8,7588.0,9:00 am,50,Pure Barre,West Village,"Flexibility, Balance, Core, Abs, Barre",9
Reformer Express,Sabrina C,4.8,5266.0,9:00 am,45,Avea Pilates,West Village,"Flexibility, Balance, Core, Abs, Pilates",9
Pilates Machine Class.,Ola Kravchyshyn,4.7,21563.0,9:00 am,60,Pilates on the Square,Union Square,"Flexibility, Balance, Core, Abs, Pilates",14
Pilates Machine Class,Vincent Macagnone,4.7,21563.0,9:00 am,60,Pilates on the Square,Union Square,"Flexibility, Balance, Core, Abs, Pilates",14
PEMF,none,none,#VALUE!,9:00 am,30,OsteoStrong NYC,Flatiron,,18
Reformer Express,Marina K,4.8,21862.0,9:00 am,45,BK Pilates,NoMad,"Flexibility, Balance, Core, Abs, Pilates",9
Pilates Reformer: Free Flow,Kenzie Caplan,4.8,7008.0,9:00 am,60,Just Like OM,NoMad,"Flexibility, Balance, Core, Abs, Pilates",8
Reformer Sweat EXP,Angeline Gonyea,4.6,449.0,9:00 am,45,BodyLine Pilates,NoMad,Pilates,9
SKY TING Yoga,Emily Feinberg,4.9,7107.0,9:00 am,60,SKY TING,Williamsburg,"Flexibility, Balance, Arms, Yoga",11
Exhale Barre,Kevin Murnane,4.8,23930.0,9:00 am,60,exhale,NoMad,"Flexibility, Balance, Core, Abs, Barre",11
Some Like it Hot,Holly C.,4.9,13050.0,9:00 am,60,Heatwise,Brooklyn Heights,"Relaxation, Flexibility, Balance, Arms, Yoga",15
Barr-Dio,Francesco Trainer,4.5,57.0,9:00 am,55,Soma Health Club,,"Flexibility, Balance, Core, Abs, Barre",8
Dance Cardio,Shelby Finnie,4.8,13377.0,9:00 am,60,Body by Simone,Chelsea,"Cardio, Flexibility, Balance, Dance",9
Vinyasa Yoga - Open Level,Magda Usarek-Witek,4.6,1314.0,9:00 am,55,Hamilton Health & Fitness,Jersey City,"Flexibility, Balance, Arms, Yoga",7
Springboard: Pilates All Levels (N 11th),Annie Rodriguez,4.8,4690.0,9:00 am,55,East River Pilates,Williamsburg,"Flexibility, Balance, Core, Abs, Pilates",9
INFRARED Sauna (one person),none,4.2,130.0,9:00 am,60,Slim Up NY,Midtown,,12
Mixed Equipment - Open Level,Hanh Tran,4.8,1985.0,9:00 am,55,Project Pilates,Jersey City,"Flexibility, Balance, Core, Abs, Pilates",8
Pilates Reformer & Chair,Sara Towber,4.6,12139.0,9:00 am,60,Pilates on Fifth,Midtown East,"Flexibility, Balance, Core, Abs, Pilates",9
Kickboxing,none,4.9,7351.0,9:00 am,50,CKO Kickboxing,Park Slope,"Cardio, Arms, Boxing",6
Hot Bikram 90,Chrystine Cooper,4.7,4983.0,9:00 am,90,bode nyc,Hell's Kitchen,"Flexibility, Balance, Arms, Yoga",7
Vinyasa Flow,Sean Moore,4.9,540.0,9:00 am,68,Swans Nest Yoga,Williamsburg,"Relaxation, Flexibility, Balance, Arms, Yoga",6
Tower Class,Mary McInerney,4.7,9194.0,9:00 am,60,Power Pilates,Midtown East,"Pilates, Barre",8
Bike Rental,none,4.6,797.0,9:00 am,120,Unlimited Biking,Central Park,"Cardio, Cycling, Outdoors",5
FlyBarre: Power 45,Angela Sauers,4.9,27610.0,9:00 am,45,Flywheel Sports: Precision Training,Upper East Side,"Flexibility, Balance, Core, Abs, Barre",12
Adult Yoga: Level 1,Kelly Biele,4.9,54.0,9:00 am,60,BDC FIT at Broadway Dance Center,Midtown,"Flexibility, Balance, Arms, Yoga",6
Hatha - Open Level,Steve Grbic,4.8,60.0,9:00 am,60,JZT Dance & Yoga,,"Flexibility, Balance, Arms, Yoga",3
Pilates Reformer Class- BEGINNERS,Jacqueline Calle,4.7,2078.0,9:00 am,60,Body Evolutions,Upper West Side,Pilates,9
Hot HIIT,Eddie Marco,4.7,7431.0,9:00 am,60,bode nyc,Upper West Side,"Cardio, Strength Training",9
Total Body Burn,Shannon Kronstadt,4.9,13116.0,9:00 am,50,The P.E. Club,Upper East Side,Strength Training,10
Signature II,Jarred Bosch,4.8,50230.0,9:00 am,60,Physique 57,Upper West Side,"Flexibility, Balance, Core, Abs, Barre",12
Cardio Dance,Erin Thompson,4.8,14554.0,9:00 am,45,Steps on Broadway,Upper West Side,"Cardio, Flexibility, Balance, Dance",6
Pure Barre,Maureen Duke,4.8,15893.0,9:00 am,50,Pure Barre,Upper West Side,"Flexibility, Balance, Core, Abs, Barre",10
Hot HIIT,Stephanie Sladkus,4.8,10132.0,9:00 am,60,bode nyc,Upper East Side,Strength Training,13
Tower Class,Karen Putterman,4.7,482.0,9:00 am,60,Nexa Pilates and Fitness,,"Flexibility, Balance, Core, Abs, Pilates",10
CKO Class,Patrick,4.7,2885.0,9:00 am,60,CKO Kickboxing,Upper East Side,"Cardio, Arms, Boxing",9
EVF 360,Casey Palmisano,4.8,3783.0,9:00 am,60,EVF Performance,Upper East Side,Strength Training,11
Pure Reform,Haley Stein,4.8,15240.0,9:00 am,50,Pure Barre,Upper East Side,"Flexibility, Balance, Core, Abs, Barre",13
SPS (Strength.Power.Speed),Sean Wright,4.9,4868.0,9:00 am,60,Concrete Jungle Grit Strength and Conditioning,Upper East Side,"Cardio, Strength Training",8
Spin and Ski 25,Nicky Kouveras,4.8,3848.0,9:00 am,25,Bod Mod Fitness,Upper East Side,"Cardio, Cycling",5
Arms 25,Katelyn Chakey,4.8,3848.0,9:00 am,25,Bod Mod Fitness,Upper East Side,"Cardio, Pilates, Strength Training",5
Reformer Open Level,Annie Richards,4.8,2956.0,9:00 am,55,Perfect Posture Pilates,Astoria,"Flexibility, Balance, Core, Abs, Pilates",9
Cardio Ballet,Emily,4.3,2625.0,9:00 am,60,West End Health & Fitness,Upper West Side,"Cardio, Flexibility, Balance, Core, Abs, Pilates, Strength Training, Dance",3
CrossFit,none,4.9,523.0,9:00 am,60,CrossFit Bridge & Tunnel,Ridgewood,Strength Training,5
KickBoxing,Mario Cabrera,4.5,2273.0,9:00 am,55,BodyStrength Fitness,Upper West Side,"Cardio, Arms, Boxing",5
Yoga -Basic,Anna Beth Rousakis,4.9,781.0,9:00 am,75,Park Fitness BK,Flatbush - Ditmas Park,"Flexibility, Balance, Arms, Yoga",8
Tone & Tempo (Total Body Pull),none,4.9,2299.0,9:00 am,60,Sage Fit Astoria,Astoria,Strength Training,5
CrossFit,David Bakman,4.8,18.0,9:00 am,60,CrossFit Secaucus,Secaucus,Strength Training,6
BIKE CENTRAL PARK !,none,4.9,212.0,9:00 am,120,Unlimited Biking,Harlem,"Cardio, Cycling, Outdoors",5
TRX & Kettlebells,Shawn Garcia,4.8,214.0,9:00 am,60,Revolutionary Fitness,East Harlem,"Balance, Strength Training",5
Ridgewood (BK) Yoga Basics,Ewa Szostak,4.8,4125.0,9:00 am,60,Harlem Yoga Studio,Harlem,"Flexibility, Balance, Arms, Yoga",4
PELOTON RESERVATION,PELOTON .,4.6,347.0,9:00 am,30,Vigorous Fitness Clubs,Middle Village,"Cardio, Cycling, Strength Training",4
Shithili-Karana (Systemic Relaxation and Breath Awareness),Rene David Alkalay,none,#VALUE!,9:00 am,30,Genesis Health Center,Forest Hills,,3
Pilates Reformer Women Only,Yarida M,4.9,1288.0,9:00 am,60,BK Pilates,Madison,"Flexibility, Balance, Core, Abs, Pilates",9
Pilates Essentials: Reformer/Tower,Samantha Baker,4.7,3949.0,9:00 am,60,Spencer Pilates Arts,Forest Hills,"Flexibility, Balance, Core, Abs, Pilates",5
Women Clique-n-Cycle,Jessica T,4.8,1011.0,9:00 am,50,CLIQUE Fitness,Hillcrest,"Cardio, Cycling",3
Aqua Zumba,Yvonne,4.5,407.0,9:00 am,60,24 Hour Fitness,Englewood,"Cardio, Flexibility, Balance, Dance",4
PULL MUSCLE + FAT BURN,Love Constant,4.9,226.0,9:00 am,60,Better Body Bootcamp,Whitestone,Strength Training,4
Vinyasa,Jackie Foley,4.9,1324.0,9:00 am,90,Bread and Yoga,Inwood,"Flexibility, Balance, Arms, Yoga",6
WeFlowHard Vinyasa Yoga,Maddie McSweeney,4.9,26689.0,9:30 am,60,Y7 Studio,Union Square,Yoga,12
Ryde 45,Yesenia David,4.7,19708.0,9:30 am,45,RYDE Cycle,Greenwich Village,"Cardio, Cycling",9
Signature II,Diana Winfree,4.9,37496.0,9:30 am,60,Physique 57,Financial District,"Flexibility, Balance, Core, Abs, Barre",12
CITYROW,Rahmel Reid,4.8,10847.0,9:30 am,50,CityRow,Greenwich Village,,9
BFX Burn,Jenna Langhans,4.9,40159.0,9:30 am,50,NYSC Lab (featuring BFX),Chelsea,Strength Training,9
Cyc45,Hunter Johnson-Kaufer,4.8,37118.0,9:30 am,45,Cyc Fitness,Chelsea,"Cardio, Cycling",10
Arms & Abs,Hilary Loftus,4.8,27331.0,9:30 am,50,Liftonic,Greenwich Village,"Arms, Strength Training",9
SHADOWBOX - STANDARD,Rad,4.9,8172.0,9:30 am,45,Shadowbox,Flatiron,"Cardio, Arms, Boxing",10
PEMF,none,none,#VALUE!,9:30 am,30,OsteoStrong NYC,Flatiron,,18
Flow,Nathan Lowry,4.8,14445.0,9:30 am,65,Yoga Vida,DUMBO,"Flexibility, Balance, Arms, Yoga",5
HIT,Scott Freeman,4.8,10757.0,9:30 am,50,Brrrn,Flatiron,"Strength Training, Boxing",8
CHAISE Reinvention,Rachel Piskin,4.8,10384.0,9:30 am,55,ChaiseFitness,Flatiron,"Flexibility, Balance, Core, Abs, Pilates, Strength Training, Barre, Boxing",10
Hot Bikram 60,Jennifer Lobo,4.7,15883.0,9:30 am,60,bode nyc,Flatiron,"Flexibility, Balance, Arms, Yoga",9
WeFlowHard Vinyasa Yoga,Tara Alperin,4.8,33730.0,9:30 am,60,Y7 Studio,Flatiron,"Relaxation, Flexibility, Balance, Arms, Yoga",12
Bare Bones Basics,Paula Tursi,4.7,6248.0,9:30 am,60,Reflections Yoga,Kips Bay,"Flexibility, Balance, Arms, Yoga",5
Mellow Hum,Katey Lewis,4.8,4823.0,9:30 am,60,Humming Puppy,Chelsea,"Flexibility, Balance, Arms, Yoga",8
Full Body,Lisa Marlier - Assistant Studio Manager,4.9,7064.0,9:30 am,50,[solidcore],Chelsea,"Flexibility, Balance, Core, Abs, Pilates, Strength Training",24
HIGH 45,Jess Movold,4.9,73417.0,9:30 am,45,Mile High Run Club,NoMad,"Cardio, Running",10
Classic (45 Mins),Ian gregory Hill,4.8,2163.0,9:30 am,45,CycleBar,Jersey City,"Cardio, Cycling",7
Level 1,Lindsey Rozmes,4.9,3936.0,9:30 am,75,The Hudson Yoga Project,Hoboken,"Flexibility, Balance, Arms, Yoga",4
Boot Camp,Alex Fell,5.0,10919.0,9:30 am,60,Warrior Fitness Boot Camp,Williamsburg,Strength Training,11
Vinyasa Flow 2-3 w/ Music,Lisa Anderson,4.5,8249.0,9:30 am,60,YogaWorks,Brooklyn Heights,"Flexibility, Balance, Arms, Yoga",7
Dharma Flow,Rashila Amin,4.9,7482.0,9:30 am,75,Powerflow Yoga,Hoboken,Yoga,4
Basic Flow,Lauren Hemley,4.8,1220.0,9:30 am,60,Asana Soul Practice,Jersey City,"Flexibility, Balance, Arms, Yoga",4
BYBB Bring Your Baby Bump [Pre-Natal | Reformer],Julie Olival,4.8,3188.0,9:30 am,60,Physio Logic Pilates & Movement,Brooklyn Heights,"Flexibility, Balance, Core, Abs, Pilates",9
SYNCCYCLING,Becca Bruder,4.8,12981.0,9:30 am,45,SYNCSTUDIO BKLYN,Williamsburg,"Cardio, Cycling",8
Tempo Conditioning,Dominick Delli Paoli,5.0,374.0,9:30 am,50,Vita Athletics,,"Cardio, Strength Training",4
Hot Jiva Flow,Jeff Scios,4.8,5371.0,9:30 am,75,Powerflow Yoga,Jersey City,,4
Pure Flow | Water Level,Danielle Maoli,4.7,3757.0,9:30 am,60,Pavana Yoga,Hoboken,"Flexibility, Balance, Arms, Yoga",4
Bar Method,Kat Stokes,4.9,9783.0,9:30 am,60,The Bar Method,Williamsburg,"Flexibility, Balance, Core, Abs, Barre",10
Bar Method,Natalie Hedley,4.8,18915.0,9:30 am,60,The Bar Method,Cobble Hill,"Flexibility, Balance, Core, Abs, Barre",15
Surya Hot Flow,Malka Abreu,4.8,8205.0,9:30 am,60,Surya Yoga Academy,Jersey City,"Flexibility, Balance, Arms, Yoga",4
Surya Hot Flow - Jivamukti,Kate Szekely,4.8,4649.0,9:30 am,75,Surya Yoga Academy,Hoboken,"Flexibility, Balance, Arms, Yoga",5
Vinyasa,Keri Setaro,4.9,9079.0,9:30 am,60,New Love City,Greenpoint,"Flexibility, Balance, Arms, Yoga",9
Circuit,Azuka Utti,4.7,12023.0,9:30 am,60,Brooklyn Athletic Club,Williamsburg,Strength Training,4
Level 2,Cory Washburn,4.8,1455.0,9:30 am,90,Iyengar Yoga Institute of Brooklyn,Boerum Hill,"Flexibility, Balance, Arms, Yoga",7
Lucent Yoga,Jes Allen,4.9,4184.0,9:30 am,65,Lucent Yoga,Greenpoint,"Flexibility, Balance, Arms, Yoga",8
Chakra Flow Level 1-2,Karen Mandell,4.9,498.0,9:30 am,75,Sattva Yoga Jersey City,Jersey City,"Flexibility, Balance, Arms, Yoga",3
HIIT XTREME,Maryam Zadeh,4.9,3194.0,9:30 am,50,HIIT BOX,Park Slope,Strength Training,12
Complete,Nami Soga,4.9,4531.0,9:30 am,85,Prema Yoga Brooklyn,Carroll Gardens,"Flexibility, Balance, Arms, Yoga",8
Mindful Vinyasa,Natalie Mazur,4.7,4162.0,9:30 am,75,Dou Yoga,Clinton Hill,"Flexibility, Balance, Arms, Yoga",5
Bosu Bootcamp Express,Hanakyle Moranz,4.8,5109.0,9:30 am,30,Studio Maya Inc.,Prospect Heights,,6
Reformer/Tower,Aryanna Aronson,4.8,9835.0,9:30 am,55,CP Burn,Upper East Side,,12
Bike Rental,none,4.6,797.0,9:30 am,120,Unlimited Biking,Central Park,"Cardio, Cycling, Outdoors",5
Zumba,Edmee Cherdieu d'Alexis,4.7,4256.0,9:30 am,60,Z Club NY,Midtown East,"Cardio, Flexibility, Balance, Dance",8
Pilates,Kathryn Meany Buckley,4.7,7531.0,9:30 am,60,Park Slope Yoga Center,Park Slope,"Flexibility, Balance, Core, Abs, Pilates",9
Bike Rental,none,4.7,220.0,9:30 am,120,Unlimited Biking,Central Park,"Cardio, Cycling, Outdoors",5
Exhale Barre,Barbara Boolukos,4.8,35961.0,9:30 am,60,exhale,Midtown,"Flexibility, Balance, Arms, Yoga, Barre",11
Zumba Gold,Gene,4.5,371.0,9:30 am,60,24 Hour Fitness,Jersey City,,4
Row 50,April Holloway,4.9,11421.0,9:30 am,50,EAST END ROW,Upper East Side,"Cardio, Arms, Core, Abs, Rowing",9
Pure Reform,Sara Saxton,4.8,5544.0,9:30 am,50,Pure Barre,Upper East Side,"Flexibility, Balance, Core, Abs, Barre",9
Signature FHIX,Carlos Davila,4.9,34895.0,9:30 am,50,The Fhitting Room,Upper East Side,Strength Training,11
